C,N,P,S,V,Ni,Nb,Al,Ti,Fe,Hf,Mo,Mn,Co,Si,Cr,Cu,DOI,url,SFE,Error,title,Author,temperature,experiment_type
0,0.07,0,0,0,16.1,0,0,0,55.73,0,0,9.6,0,0,18.5,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,46.8,0.053418803,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0.21,0,0,0,16.1,0,0,0,55.59,0,0,9.6,0,0,18.5,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,54.9,0.058287796,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0.31,0,0,0,16.1,0,0,0,55.49,0,0,9.6,0,0,18.5,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,62.1,0.060386473,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0.4,0,0,0,16.1,0,0,0,55.4,0,0,9.6,0,0,18.5,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,65.1,0.061443932,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0.54,0,0,0,16.1,0,0,0,55.26,0,0,9.6,0,0,18.5,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,53.2,0.061090226,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0.06,0,0,0,0,0,0,0,67.94,0,0,17,0,0,15,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,24.4,0.030737705,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0.23,0,0,0,0,0,0,0,67.77,0,0,17,0,0,15,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,25.2,0.01984127,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0.48,0,0,0,0,0,0,0,67.52,0,0,17,0,0,15,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,22.1,0.020361991,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0.88,0,0,0,0,0,0,0,67.12,0,0,17,0,0,15,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,42.1,0.059382423,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0.065,0,0,0,0,5.4,0,0,0,73.835,0,0,0.12,0,0.33,20.25,0,0,0,16.1,0.214,Influence of solute additions on the stacking fault energy of iron-nickel-chromium austenites,"Dulieu, D.",300,TEM
0.016,0.011,0,0,0,18.21,0,0,0,65.993,0,0,0,0,0,15.77,0,0,0,41.4,0.111,Influence of solute additions on the stacking fault energy of iron-nickel-chromium austenites,"Dulieu, D.",300,TEM
0.02,0.01,0,0,0,26.4,0,0,0,57.8,0,0,0,0,0,15.77,0,0,0,64.4,0.143,Influence of solute additions on the stacking fault energy of iron-nickel-chromium austenites,"Dulieu, D.",300,TEM
0.6,0,0,0,0,0,0,0,0,81.4,0,0,18,0,0,0,0,10.1016/j.matlet.2012.02.075,http://www.sciencedirect.com/science/article/pii/S0167577X12002741,17,0.111764706,Neutron diffraction analysis of stacking fault energy in Fe–18Mn–2Al–0.6C twinning-induced plasticity steels,"Kang, Mihyun",300,Neutron Diffraction
0.6,0,0,0,0,0,0,2,0,79.4,0,0,18,0,0,0,0,10.1016/j.matlet.2012.02.075,http://www.sciencedirect.com/science/article/pii/S0167577X12002741,37,0.032432432,Neutron diffraction analysis of stacking fault energy in Fe–18Mn–2Al–0.6C twinning-induced plasticity steels,"Kang, Mihyun",300,Neutron Diffraction
0.6,0,0,0,0,0,0,0,0,67.16,0,0,21.59,0,0,0,0,10.1016/j.msea.2010.02.058,http://www.sciencedirect.com/science/article/pii/S0921509310002248,21.5,0,Stacking fault energy and plastic deformation of fully austenitic high manganese steels: Effect of Al addition,"Park, Kyung-Tae",300,Thermodynamic Modeling
0.63,0,0,0,0,0,0,2.97,0,64.78,0,0,21.78,0,0,0,0,10.1016/j.msea.2010.02.058,http://www.sciencedirect.com/science/article/pii/S0921509310002248,36.5,0,Stacking fault energy and plastic deformation of fully austenitic high manganese steels: Effect of Al addition,"Park, Kyung-Tae",300,Thermodynamic Modeling
0.6,0,0,0,0,0,0,5.86,0,63.5,0,0,22,0,0,0,0,10.1016/j.msea.2010.02.058,http://www.sciencedirect.com/science/article/pii/S0921509310002248,50,0,Stacking fault energy and plastic deformation of fully austenitic high manganese steels: Effect of Al addition,"Park, Kyung-Tae",300,Thermodynamic Modeling
0.07,0.06,0.008,0.004,0,16.13,0,0,0,55.158,0,0,9.64,0,0.45,18.48,0,10.1016/S0921-5093(99)00272-5,http://www.sciencedirect.com/science/article/pii/S0921509399002725,43,0.233,Grain boundary strengthening in austenitic nitrogen steels,"Gavriljuk, V. G",300,TEM
0.07,0.21,0.008,0.004,0,16.13,0,0,0,55.008,0,0,9.64,0,0.45,18.48,0,10.1016/S0921-5093(99)00272-5,http://www.sciencedirect.com/science/article/pii/S0921509399002725,54,0.13,Grain boundary strengthening in austenitic nitrogen steels,"Gavriljuk, V. G",300,TEM
0.07,0.31,0.008,0.004,0,16.13,0,0,0,54.908,0,0,9.64,0,0.45,18.48,0,10.1016/S0921-5093(99)00272-5,http://www.sciencedirect.com/science/article/pii/S0921509399002725,62,0.097,Grain boundary strengthening in austenitic nitrogen steels,"Gavriljuk, V. G",300,TEM
0.07,0.4,0.008,0.004,0,16.13,0,0,0,54.818,0,0,9.64,0,0.45,18.48,0,10.1016/S0921-5093(99)00272-5,http://www.sciencedirect.com/science/article/pii/S0921509399002725,65,0.077,Grain boundary strengthening in austenitic nitrogen steels,"Gavriljuk, V. G",300,TEM
0.07,0.54,0.008,0.004,0,16.13,0,0,0,54.678,0,0,9.64,0,0.45,18.48,0,10.1016/S0921-5093(99)00272-5,http://www.sciencedirect.com/science/article/pii/S0921509399002725,53,0.113,Grain boundary strengthening in austenitic nitrogen steels,"Gavriljuk, V. G",300,TEM
0.04,0.04,0,0,0,9,0,0,0,70.92,0,0.2,1.2,0,0.4,18.2,0,10.1016/S1359-6462(97)00332-1,http://www.sciencedirect.com/science/article/pii/S1359646297003321,30.4,0,X-Ray diffraction measurement of the stacking fault energy reduction induced by hydrogen in an AISI 304 steel,"Pontini, Adriana Estela",293,TEM
0.04,0.04,0,0,0,9,0,0,0,70.92,0,0.2,1.2,0,0.4,18.2,0,10.1016/S1359-6462(97)00332-1,http://www.sciencedirect.com/science/article/pii/S1359646297003321,25.7,0,X-Ray diffraction measurement of the stacking fault energy reduction induced by hydrogen in an AISI 304 steel,"Pontini, Adriana Estela",206,TEM
0.04,0.04,0,0,0,9,0,0,0,70.92,0,0.2,1.2,0,0.4,18.2,0,10.1016/S1359-6462(97)00332-1,http://www.sciencedirect.com/science/article/pii/S1359646297003321,19.5,0,X-Ray diffraction measurement of the stacking fault energy reduction induced by hydrogen in an AISI 304 steel,"Pontini, Adriana Estela",77,TEM
0.079,0.02,0,0,0,10.28,0,0,0,70.381,0,0,0.64,0,0.3,18.3,0,0,0,25.5,0.098,Influence of solute additions on the stacking fault energy of iron-nickel-chromium austenites,"Dulieu, D.",300,TEM
0.2,0.027,0,0,0,10.2,0,0,0,70.093,0,0,0.69,0,0.45,18.34,0,0,0,24.725,0.2093,Influence of solute additions on the stacking fault energy of iron-nickel-chromium austenites,"Dulieu, D.",300,TEM
0,0,0,0,0,20,0,0,0,75,0,0,0,0,0,5,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,60,0,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,Literature review
0,0,0,0,0,15,0,0,0,75,0,0,0,0,0,10,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,30,0,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,Literature review
0,0,0,0,0,10,0,0,0,75,0,0,0,0,0,15,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,20,0,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,Literature review
0,0,0,0,0,8,0,0,0,74,0,0,0,0,0,18,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,16,0,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,Literature review
0.028,0,0,0,0,9.5,0,0,0,73.872,0,0,0,0,0,16.6,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,19,0,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,Literature review
0.01,0,0,0,0,14.1,0,0,0,68.8,0,0,0,0,0.01,17.8,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,53,0,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,Literature review
0.00004,0.0001,0.00001,0.00001,0,8,0,0,0,71.99952,0,0.00002,0.0001,0,0.0002,20,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,16,0.1188,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",293,TEM
0.00004,0.0001,0.00001,0.00001,0,10,0,0,0,71.99952,0,0.00002,0.0001,0,0.0002,18,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,22,0.1045,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",293,TEM
0.00004,0.0001,0.00001,0.00001,0,10,0,0,0,69.99952,0,0.00002,0.0001,0,0.0002,20,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,20,0.105,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",293,TEM
0.00004,0.0001,0.00001,0.00001,0,12,0,0,0,71.99952,0,0.00002,0.0001,0,0.0002,16,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,28,0.1036,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",293,TEM
0.00004,0.0001,0.00001,0.00001,0,12,0,0,0,69.99952,0,0.00002,0.0001,0,0.0002,18,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,26,0.1115,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",293,TEM
0.00004,0.0001,0.00001,0.00001,0,12,0,0,0,67.99952,0,0.00002,0.0001,0,0.0002,20,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,24,0.1125,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",293,TEM
0.00004,0.0001,0.00001,0.00001,0,8,0,0,0,71.99952,0,0.00002,0.0001,0,0.0002,20,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,16,0,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",294,TEM
0.00004,0.0001,0.00001,0.00001,0,10,0,0,0,71.99952,0,0.00002,0.0001,0,0.0002,18,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,20,0,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",264,TEM
0.00004,0.0001,0.00001,0.00001,0,10,0,0,0,69.99952,0,0.00002,0.0001,0,0.0002,20,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,18,0,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",261,TEM
0.00004,0.0001,0.00001,0.00001,0,12,0,0,0,71.99952,0,0.00002,0.0001,0,0.0002,16,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,24,0,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",231,TEM
0.00004,0.0001,0.00001,0.00001,0,12,0,0,0,69.99952,0,0.00002,0.0001,0,0.0002,18,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,21,0,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",220,TEM
0.00004,0.0001,0.00001,0.00001,0,12,0,0,0,67.99952,0,0.00002,0.0001,0,0.0002,20,0,10.1007/s11661-011-0769-x,http://link.springer.com/article/10.1007/s11661-011-0769-x,19,0,Role of Chemical Driving Force in Martensitic Transformations of High-Purity Fe-Cr-Ni Alloys,"Behjati, P.",216,TEM
0.025,0.018,0.01,0.007,0,8.28,0,0,0,72.21,0,0.02,0.82,0,0.3,18.31,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,18,0.5,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,XRD
0.074,0,0.013,0.002,0,11.85,0,0,0,67.981,0,0.1,1.64,0,0.32,18.02,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,34,0.205882353,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,XRD
0.047,0,0.022,0.005,0,18.8,0,0,0,53.696,0,0.44,1.73,0,0.56,24.7,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,94,0.14893617,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,XRD
0.055,0,0.027,0.008,0,13.01,0,0,0,65.73,0,2.09,1.4,0,0.53,17.15,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,78,0.076923077,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,XRD
0.027,0.31,0.011,0.003,0,7.11,0,0,0,62.329,0,0.03,8.75,0,0.43,21,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,65,0.184615385,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,XRD
0.034,0.26,0.022,0.012,0,6.48,0,0,0,63.212,0,0,9.55,0,0.13,20.3,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,41,0.487804878,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,XRD
0.041,0,0.02,0.004,0,12.34,0,0,0,58.255,0,2.2,5.17,0,0.4,21.57,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,64,0.3125,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,XRD
0.91,0,0.009,0.017,0,4.1,0,0,0,77.974,0,0,15.7,0,1.29,0,0,10.1007/BF02641927,http://link.springer.com/article/10.1007/BF02641927,21,0.095238095,Stacking fault energies of seven commercial austenitic stainless steels,"Schramm, R.E.",300,XRD
0.06,0.04,0,0,0,7.9,0,0,0,74.4,0,0,0,0,0,17.6,0,10.5006/0010-9312-19.3.102,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-19.3.102,16,0.286,Dislocation Substructure vs Transgranular Stress Corrosion Susceptibility Of Single Phase Alloys,Swann,300,TEM
0.02,0.12,0,0,0,12.8,0,0,0,68.96,0,0,0,0,0,18.1,0,10.5006/0010-9312-19.3.102,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-19.3.102,30,0.154,Dislocation Substructure vs Transgranular Stress Corrosion Susceptibility Of Single Phase Alloys,Swann,300,TEM
0.02,0.004,0,0,0,12.7,0,0,0,69.676,0,0,0,0,0,17.6,0,10.5006/0010-9312-19.3.102,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-19.3.102,36,0.133,Dislocation Substructure vs Transgranular Stress Corrosion Susceptibility Of Single Phase Alloys,Swann,300,TEM
0.03,0.004,0,0,0,17.8,0,0,0,64.366,0,0,0,0,0,17.8,0,10.5006/0010-9312-19.3.102,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-19.3.102,44,0.0895,Dislocation Substructure vs Transgranular Stress Corrosion Susceptibility Of Single Phase Alloys,Swann,300,TEM
0.06,0.11,0,0,0,7.1,0,0,0,74.83,0,0,0,0,0,17.9,0,10.5006/0010-9312-19.3.102,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-19.3.102,14,0.2,Dislocation Substructure vs Transgranular Stress Corrosion Susceptibility Of Single Phase Alloys,Swann,300,TEM
0.02,0,0.004,0.012,0,15.9,0,0,0,68.704,0,0,0.06,0,0,15.3,0,0,0,52.9,0,Twin frequency and stacking fault energy in austenitic steels,"Silcock, J.M.",300,TEM
0.007,0.006,0.01,0.01,0,23,0,0,0,61.127,0,0,0.04,0,0,15.8,0,0,0,64.4,0,Twin frequency and stacking fault energy in austenitic steels,"Silcock, J.M.",300,TEM
0.006,0.007,0.01,0.014,0,15,0,0,0,49.42,0,0,0.04,20.2,0,15.3,0,0,0,27.6,0,Twin frequency and stacking fault energy in austenitic steels,"Silcock, J.M.",300,TEM
0.017,0.004,0.002,0.002,0,15.8,0,0,0,68.23,0,0,0.001,0,0.04,15.9,0,0,0,48.3,0,Twin frequency and stacking fault energy in austenitic steels,"Silcock, J.M.",300,TEM
0.011,0.007,0.002,0.002,0,24.7,0,0,0,59.86,0,0,0.003,0,0.015,15.4,0,0,0,70.15,0,Twin frequency and stacking fault energy in austenitic steels,"Silcock, J.M.",300,TEM
0.004,0.002,0.008,0.003,0,15.8,0,0,0,67.28,0,0,0,0,1.4,15.5,0,0,0,25.3,0,Twin frequency and stacking fault energy in austenitic steels,"Silcock, J.M.",300,TEM
0,0,0,0,0,10.1,0,0,0,64.35,0,0,0,9.55,0,16,0,0,0,18.4,0,Twin frequency and stacking fault energy in austenitic steels,"Silcock, J.M.",300,TEM
0.6,0,0,0,0,0,0,0,0,81.4,0,0,18,0,0,0,0,10.1016/j.scriptamat.2011.05.014,http://www.sciencedirect.com/science/article/pii/S1359646211002776,13,0.23,Effect of Al on the stacking fault energy of Fe–18Mn–0.6C twinning-induced plasticity,"Kim, Jinkyung",300,TEM-WBDF
0.6,0,0,0,0,0,0,1.5,0,79.9,0,0,18,0,0,0,0,10.1016/j.scriptamat.2011.05.014,http://www.sciencedirect.com/science/article/pii/S1359646211002776,30,0.3334,Effect of Al on the stacking fault energy of Fe–18Mn–0.6C twinning-induced plasticity,"Kim, Jinkyung",300,TEM-WBDF
0,0,0,0,0,32,0,0,0,39,0,3,0,0,0,26,0,0,http://cat.inist.fr/?aModele=afficheN&cpsidt=13667769,62,0,Orientation dependence of resolved shear stresses in single crystals of the nitrogen-containing austenitic stainless steel Fe-26% Cr-32% Ni-3% Mo,"Kireeva, I. V.",300,TEM
0,0.3,0,0,0,32,0,0,0,38.7,0,3,0,0,0,26,0,0,http://cat.inist.fr/?aModele=afficheN&cpsidt=13667769,38,0,Orientation dependence of resolved shear stresses in single crystals of the nitrogen-containing austenitic stainless steel Fe-26% Cr-32% Ni-3% Mo,"Kireeva, I. V.",300,TEM
0,0.3,0,0,0,32,0,0,0,38.7,0,3,0,0,0,26,0,0,http://cat.inist.fr/?aModele=afficheN&cpsidt=13667769,25,0,Orientation dependence of resolved shear stresses in single crystals of the nitrogen-containing austenitic stainless steel Fe-26% Cr-32% Ni-3% Mo,"Kireeva, I. V.",77,TEM
0,0.7,0,0,0,32,0,0,0,38.3,0,3,0,0,0,26,0,0,http://cat.inist.fr/?aModele=afficheN&cpsidt=13667769,20,0,Orientation dependence of resolved shear stresses in single crystals of the nitrogen-containing austenitic stainless steel Fe-26% Cr-32% Ni-3% Mo,"Kireeva, I. V.",77,TEM
0.028,0.0034,0,0,0,15.05,0,0.05,0,72.7166,0,0,1.09,0,0.002,11.06,0,10.1016/j.scriptamat.2014.07.019,http://www.sciencedirect.com/science/article/pii/S1359646214003145,26.3,0.152,The influence of silicon and aluminum alloying on the lattice parameter and stacking fault energy of austenitic steel,"Lehnhoff, G.R.",300,TEM-WBDF
0.028,0.0036,0,0,0,14.99,0,0.06,0,70.3384,0,0,1.1,0,2.5,10.98,0,10.1016/j.scriptamat.2014.07.019,http://www.sciencedirect.com/science/article/pii/S1359646214003145,19.9,0.1507,The influence of silicon and aluminum alloying on the lattice parameter and stacking fault energy of austenitic steel,"Lehnhoff, G.R.",300,TEM-WBDF
0.028,0.0034,0,0,0,15.04,0,2.47,0,70.3246,0,0,1.08,0,0.034,11.02,0,10.1016/j.scriptamat.2014.07.019,http://www.sciencedirect.com/science/article/pii/S1359646214003145,38.3,0.389,The influence of silicon and aluminum alloying on the lattice parameter and stacking fault energy of austenitic steel,"Lehnhoff, G.R.",300,TEM-WBDF
0.012,0.006,0,0,0,40,0,0,0,39.982,0,0,0,0,0,20,0,10.5006/0010-9312-20.1.15t,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-20.1.15t,131,0.3,"Ordering, Stacking Faults and Stress Corrosion Cracking In Austenitic Alloys","Douglass, D.L.",300,TEM
0.07,0,0,0,0,9.43,0,0,0,69.61,0,0,1.56,0,0.59,18.74,0,10.5006/0010-9312-20.1.15t,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-20.1.15t,39.1,0.176,"Ordering, Stacking Faults and Stress Corrosion Cracking In Austenitic Alloys","Douglass, D.L.",300,TEM
0.014,0.004,0,0,0,20,1,0,0,58.982,0,0,0,0,0,20,0,10.5006/0010-9312-20.1.15t,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-20.1.15t,17.25,0,"Ordering, Stacking Faults and Stress Corrosion Cracking In Austenitic Alloys","Douglass, D.L.",300,TEM
0.015,0.0038,0,0,0,20,0,0,0,59.9812,0,0,0,0,0,20,0,10.5006/0010-9312-20.1.15t,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-20.1.15t,58,0.167,"Ordering, Stacking Faults and Stress Corrosion Cracking In Austenitic Alloys","Douglass, D.L.",300,TEM
0.042,0,0,0,0,10.9,0.52,0,0,67.598,0,0,1.49,0,0.55,18.9,0,10.5006/0010-9312-20.1.15t,http://www.corrosionjournal.org/doi/abs/10.5006/0010-9312-20.1.15t,18.4,0.188,"Ordering, Stacking Faults and Stress Corrosion Cracking In Austenitic Alloys","Douglass, D.L.",300,TEM
0.6,0,0,0,0,0,0,0,0,84.4,0,0,15,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,13,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.6,0,0,0,0,0,0,0,0,79.4,0,0,20,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,15.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.4,0,0,0,0,0,0,0,0,74.6,0,0,25,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,12.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.35,0,0,0,0,0,0,0,0,71.65,0,0,28,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,15,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.7,0,0,0,0,0,0,0,0,84.3,0,0,15,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,16.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.5,0,0,0,0,0,0,0,0,77.5,0,0,22,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,13.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.64,0,0,0,0,0,0,0,0,77.36,0,0,22,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,18.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.6,0,0,0,0,0,0,0,0,87.4,0,0,12,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,12.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.6,0,0,0,0,0,0,0,0,85.4,0,0,14,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,12,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.7,0,0,0,0,0,0,0,0,82.3,0,0,17,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,16.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.6,0,0,0,0,0,0,0,0,82.4,0,0,17,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,13.75,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.4,0,0,0,0,0,0,0,0,72.1,0,0,27.5,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,16.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.5,0,0,0,0,0,0,0,0,74.5,0,0,25,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,17.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.35,0,0,0,0,0,0,0,0,69.65,0,0,30,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,19.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.2,0,0,0,0,0,0,0,0,69.8,0,0,30,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,11.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
